uid,max_diff
6XnSXLX5,11.522769927978516
AQmKxV3m,11.695430755615234
Zr-wkyVv,12.34664535522461
OkV2COYq,12.066418647766113
EoFy1t_b,12.7649564743042
txRx0jUY,11.47869873046875
rH6V_JxK,13.347931861877441
3FMZztFu,13.275774002075195
4ZquiBCy,12.483641624450684
V0J68ThE,11.858678817749023
l2wWJGQu,11.852209091186523
0rDIUJV9,9.875384330749512
NqEE02yo,13.030912399291992
yInCr3EF,11.47416877746582
DAmCeStL,12.06536865234375
OYLlSjme,11.018263816833496
JCS1ZGsb,12.400975227355957
ZYxcT4cR,13.13949203491211
1wnQlVBo,12.320122718811035
cr0Z_MSm,8.468164443969727
tIYIVjv9,11.478772163391113
yaWJ3YVj,8.248023986816406
2yhkFRcj,11.710182189941406
Y4FW1e4a,11.435212135314941
8xq2toLl,15.218481063842773
odG3v59M,11.748249053955078
Dydeunq-,11.150263786315918
8CbGs4xE,13.882749557495117
LAUVDVAg,11.771381378173828
TkjxHnBz,13.986566543579102
efcD39fB,10.188745498657227
Sbja52F-,12.749024391174316
Sxbghjz_,10.958619117736816
WEs6wl1Q,14.147400856018066
Z8iurjB-,10.255582809448242
i5lVGUxg,14.078187942504883
gQO8CWhg,13.27770709991455
ajODGD9o,12.521181106567383
_y_1oDLv,12.89997673034668
MBySinCG,12.18101692199707
Zl_7FsA1,11.742720603942871
sWgVJwqY,12.464274406433105
Wm19EdR_,12.880034446716309
mxNsgK5H,12.497611045837402
n6vpjcQ2,13.49743366241455
RhXb2wq1,9.600034713745117
D3iFUxAl,12.430973052978516
q8qnewcd,12.053363800048828
d-h4O7n6,11.005642890930176
8NoS7Yds,11.659821510314941
b2y_XObx,12.119943618774414
PvZSPDXt,9.28806209564209
N2EtNygr,11.689403533935547
Vb_8_g17,12.364163398742676
B6RtQLgs,11.543778419494629
W9pvnuig,11.831336975097656
_wYlbjQ-,10.573716163635254
vNWgk2hp,12.16934585571289
l8imirDz,12.347939491271973
SFduoZAR,12.182441711425781
x2TpQJ4T,12.756192207336426
ZFtj8j4p,13.093254089355469
poQ-sYm3,8.354355812072754
g2KCZZO6,10.468745231628418
TsIjjEpX,11.90931510925293
iyO1kOr0,12.151532173156738
EuYVMoMe,13.640973091125488
h_Lgdd1s,12.357043266296387
TO3T0hZS,12.142546653747559
faORqPfl,11.681562423706055
y-u7HSH7,12.369574546813965
W-ojKauz,11.940242767333984
NN1UHzeQ,13.00692081451416
k2xFAqzy,12.749547958374023
gy2YNgl4,9.24685287475586
_Z7RF2Pk,9.77440071105957
3QV7W4d1,12.179304122924805
kIgD--67,14.03905963897705
WKoT90OG,11.459348678588867
MBnftP80,13.598231315612793
d5q9B8Mv,13.044634819030762
u7vPQZyY,12.048892974853516
N3ZP4vB6,12.588961601257324
jWUpY2U4,12.036588668823242
CkI1RWzV,13.157587051391602
_me9eA6h,12.031275749206543
4veOH2QL,11.602283477783203
os1Sf8EA,12.814631462097168
bZFI_jyk,8.889664649963379
AjTfmF11,10.751646041870117
