uid,lpips_diff
v2aZK9Vv,0.32090848684310913
VTvmeG-i,0.47464340925216675
Ba5fFZGu,0.208566352725029
uBIhExls,0.42435288429260254
_oHgezTZ,0.23697414994239807
i_cJTkLP,0.5455036163330078
G0W2ZuXI,0.5538638830184937
EkZZlGCx,0.6649196147918701
Cll8Bdl-,0.3102492392063141
toZsiHEr,0.6717454791069031
xOxsaWhw,0.23111553490161896
kLPl7aeH,0.26845037937164307
JZyR-ghO,0.5044926404953003
csXrKvG_,0.5433580875396729
6R5SVE8U,0.45675402879714966
jf1UtvVX,0.2500465512275696
WWAXvYlw,0.37167632579803467
JEwXme_P,0.3619310259819031
ccXqwISJ,0.2985517382621765
RDqwGBfQ,0.4279819428920746
2Y39xFJy,0.5306325554847717
L8YKC6u_,0.4233258068561554
ghJ6zOXW,0.1821252554655075
hnqHHgcE,0.4664914608001709
KbCBuL0n,0.15085776150226593
8-QDloTX,0.5343426465988159
NSBAczVj,0.43515998125076294
0MqlY5yX,0.3438390791416168
nzPsuuN6,0.5125491619110107
ZcD1WW9z,0.3914652466773987
nlMYnsf1,0.524767279624939
fN_Ebiaz,0.24728091061115265
Nl7pl1fN,0.5365376472473145
YTqCEW1V,0.33343231678009033
LouVJfli,0.44103649258613586
OMJzvnQZ,0.3436582684516907
KlJ3rQTt,0.3187662363052368
A8DJPoog,0.3839530646800995
_WfcBD-g,0.30959975719451904
c7Xy-Dcp,0.5121124982833862
FqSScVIr,0.351118803024292
KKpRmML6,0.5909682512283325
eSIL_YpZ,0.5019931793212891
tkKPHi4A,0.5302224159240723
cS4QkRE2,0.43125179409980774
VvGtvQf6,0.6113858222961426
4m1mLdgE,0.41016292572021484
96CNAguj,0.54680335521698
Fp3o4pul,0.5101500749588013
cDhBjCzj,0.23963196575641632
j2wWWRi-,0.4962316155433655
JOALpXpS,0.5435928702354431
3Mz67Rhf,0.20005092024803162
PTmwL8Yj,0.31491759419441223
qR_bpKxb,0.4640907049179077
3nGz6PTm,0.7231652140617371
fvg8bKd9,0.4674026370048523
KNMnUbKL,0.4848734736442566
5FBD91Z2,0.5098620057106018
8i_gQk_j,0.36367639899253845
kzYVS7uw,0.5129852294921875
66s_I26U,0.5819392204284668
eC8IFIaW,0.45231321454048157
ONDwud06,0.49266141653060913
akstD0Hu,0.4454650282859802
xZ1jYKSe,0.40620893239974976
bpXkjBar,0.340753436088562
TCRR_ML_,0.6454459428787231
ceBJhDLd,0.35878312587738037
TzLsptaw,0.586081862449646
TrasLzSR,0.3445962071418762
i1LE8ER8,0.7277560234069824
UAWrADoH,0.5385966897010803
xWPagcC1,0.594022810459137
RYOUtdz4,0.4079909324645996
gOqoiZfa,0.44241228699684143
eqpY8bho,0.5621629953384399
AoQqwX3Z,0.6202036142349243
OzfdFE7p,0.3054049015045166
gLbAPQGm,0.3655199408531189
ooRRpizn,0.4379841685295105
37ULRyGI,0.38409149646759033
3nH7xM7L,0.5894486308097839
2LQYUZY1,0.37976616621017456
x4tB5r7O,0.6092415452003479
ON6Db9wi,0.32876306772232056
PsQprSne,0.3977338969707489
FH38ZJSf,0.2740961015224457
e_ff8PbO,0.37737536430358887
pPRvvkzZ,0.3235595226287842
RmGpFgtR,0.361808180809021
9Hvpzkrb,0.4409826397895813
dwTtyn0M,0.5051197409629822
SRhM796D,0.27946335077285767
KKArHlCa,0.27136361598968506
QgmwccEx,0.4464433789253235
a7VWlaJH,0.492082804441452
KOyc1Rgq,0.4227246642112732
i5egsBGp,0.3925202786922455
gtROtlrM,0.6029319763183594
VMsKSthq,0.11618572473526001
KZJoR-Qe,0.5123319029808044
N0LA1Vch,0.5195037126541138
j-wJafXV,0.6143069267272949
LGVQ01oC,0.6115674376487732
l1YDPQyr,0.48352131247520447
ZNTIfjf-,0.31903767585754395
R2tBHAw3,0.5711588859558105
BapQ1Pug,0.5684048533439636
aF6Lka31,0.5085679292678833
ZG-4EFHO,0.3951723873615265
vhDWPzia,0.43649807572364807
_qb4PMtK,0.3304527997970581
CA5XKDnA,0.6255234479904175
V3pALXqB,0.5183117389678955
