uid,max_diff
B8DrPlaD,75.10661315917969
WxpnXtdL,74.31047058105469
pAUCqJxg,74.78264617919922
mK4XxG5P,71.95863342285156
XHuKsUAf,61.579219818115234
Hw8JPUgS,75.58362579345703
s1JZ4Z5Y,76.62113952636719
358F1DnU,63.870079040527344
5ukT1Iak,71.83646392822266
iNPsHKDL,73.99384307861328
mkiag-4c,63.654296875
rL9Yfg94,70.86363220214844
T3m6AxCB,70.08560943603516
Cznav1VD,74.66729736328125
T5ydNFST,74.79874420166016
CqBnOXp2,69.50301361083984
vR2yELQG,63.81797790527344
EBIhvlYT,73.5370864868164
owKHDtTr,75.18016815185547
zaQ3pGg3,75.27136993408203
Lisjkeui,67.64117431640625
wD9jncSx,78.77002716064453
lqynatmm,76.00198364257812
rybXS3ms,65.4343490600586
8sfu6ZFM,75.15892791748047
q8yFQHdw,81.67636108398438
LDIJo-60,74.4394302368164
W1f7f3Ad,77.83161163330078
HHNH592d,69.62238311767578
tTJ2XWJZ,67.67188262939453
fxbZtlzt,72.0622787475586
AuJBqXx6,78.98239135742188
NvJ17C83,72.59009552001953
ZfEgviKZ,67.19803619384766
y1wj0q-W,70.66055297851562
O3Me25xH,70.33492279052734
b-QYlTdl,75.63031005859375
Daw__JBJ,74.5607681274414
vBB5ruVQ,69.89834594726562
N0Zg0oRp,75.13286590576172
V8cTyd31,74.87005615234375
dEh3H2FR,63.49433135986328
stC7VfKh,70.76918029785156
FQQZHi88,76.77792358398438
Gk8Cn7IC,76.2798080444336
M3q-GCj9,73.57530212402344
WOzFaEBr,74.27303314208984
SupERnlt,75.69925689697266
RVDGLcPs,64.63445281982422
dTBo4ZhE,79.47054290771484
M6P7nZGA,75.07530212402344
Vi6-bwLr,70.60316467285156
I41kxFWL,68.03656768798828
PKuhO7n3,68.48504638671875
2dUENTso,81.14643096923828
_2ePr4yL,79.45726013183594
zKQeN89-,60.07387161254883
lhzrBws8,77.02433013916016
QAFARY4c,72.67634582519531
SO_0kB15,70.60557556152344
sdQZA1cz,79.5594253540039
rwP3m19L,71.50923919677734
KNcpCakl,73.21726989746094
jmShyLyt,82.22470092773438
b3Lsi1nv,73.90080261230469
hDwcgR5g,72.870849609375
wClLizz0,75.02131652832031
VJGenx06,66.80784606933594
H0d0FkrK,62.40727615356445
fnY__ZBY,73.60774230957031
-oHV_--5,72.09154510498047
yudd_RLD,74.45708465576172
t_Rc4s4J,76.50543975830078
S3Z2P_lI,71.85681915283203
ZJfN0ZF3,71.05712890625
CsedYiOE,78.05078887939453
IC6o1faE,73.39163970947266
oGoMmF7G,65.72586059570312
coKsZbfb,74.056884765625
8R6Plm0P,64.60405731201172
E1Pj0ZZc,64.53250122070312
KUSaUQAE,75.71043395996094
cfE3dXd6,76.73722076416016
ez1ByeGL,78.89816284179688
cjIJ-Kno,66.51762390136719
K7obRi0f,67.572021484375
oEyPuq8W,68.83255004882812
pIvNS1co,68.13223266601562
w8rUSqaN,76.983154296875
2zodXi4U,74.9418716430664
j7mc70fk,73.91709899902344
GTXcrvVp,68.8088607788086
LDK2scxq,75.92805480957031
UKBEdpZO,74.55274963378906
Ca3ou-6q,71.92076873779297
r65eAN9V,74.83245086669922
74YjFtN2,63.176292419433594
NtY7EGPP,68.69317626953125
zsr6cqJh,71.58972930908203
5fahVChb,72.086181640625
GOYjQX56,69.08367919921875
6Gxlofsq,77.581787109375
8pBmwffN,69.45106506347656
_xCjfQ_c,75.94818878173828
Lv36ewnO,73.65132904052734
-sDr7Llk,73.01618957519531
dMMTrU1c,81.46790313720703
P65WeRzS,77.13294982910156
Dqng6Pfr,63.21320724487305
qxr47Ktv,71.59162902832031
m4hory-E,68.00621795654297
Fucy3I8f,75.45996856689453
b576qi9e,74.75326538085938
97H2VzDW,66.55726623535156
8BR-7Qv8,78.2764663696289
yehVXIaI,73.54428100585938
gJYDuRcX,64.75141143798828
HdSDEKNK,73.37882232666016
TC_X6fv7,78.48225402832031
y69od873,66.45027923583984
zRKHo3Ig,63.27251052856445
H7c6kQOZ,67.2417984008789
oY3wYQle,63.760311126708984
ECdbFbr7,74.50850677490234
77S-mkV2,68.6596450805664
JQsIB-UR,79.62860870361328
5XgaWlyg,73.07304382324219
m1ILuA9p,65.66646575927734
lYFwZmo2,61.92346954345703
tE1_8sBu,72.43132781982422
o6jB1Jot,72.76686096191406
melr2QQY,72.31057739257812
QYhpzdBA,65.55172729492188
V2vtpq9U,76.85283660888672
Ar_Gmk0q,76.34881591796875
HKX62O-e,79.60897064208984
V6yvu2PJ,73.98593139648438
kxJGDnEP,72.28990936279297
99hF5Rmz,76.60753631591797
5u_O-YxX,76.63787078857422
xvbM33jC,70.46915435791016
d97fFM4L,69.00727081298828
6Rm1WcRI,71.40046691894531
ZZmc4Bb1,75.10305786132812
1v_coXV4,77.71369171142578
JezoTnN0,71.33191680908203
Pcjf4lk6,73.7315902709961
uhIqrGPr,68.71207427978516
KeP2pMyL,70.72220611572266
w766ycJh,66.73609161376953
OwAYazEW,74.11788177490234
MHOQ-jXg,70.22618865966797
G_LsYSgS,73.81668853759766
rIswAY_P,73.5
Hoc82gIg,74.37161254882812
pBPxTMS4,77.29524230957031
w0lfR7ot,75.87364196777344
OXMS9yzm,67.44302368164062
KhjbRVKw,78.84180450439453
CtZ8E6KZ,70.17750549316406
9iw_oAk1,72.97607421875
YO-NYFF1,79.86307525634766
0PkMsgMd,73.37393188476562
t_-adTMR,72.64054107666016
SO4-_GV-,63.69392776489258
dSCRuKVC,67.12655639648438
9EcVNDvi,72.3637466430664
tpZ5bk-F,74.84395599365234
RwpYkKla,69.63984680175781
PYkl7wBZ,72.36578369140625
DZRIrpvL,73.24591827392578
B4R_42VX,71.0446548461914
f3ebTXXV,64.91059112548828
wKdWEfcp,73.87631225585938
gj3wKxg-,74.66241455078125
ydM-m3Y3,79.53543853759766
Io_k9ISk,70.1289291381836
GZsI-m4u,73.46443939208984
4mpIk6oE,79.71145629882812
IrcRBrEg,72.93468475341797
H_tUDqH-,71.87815856933594
RxO7Iejb,63.831050872802734
UJOlJdWC,73.99130249023438
Z8LLwxZB,80.33968353271484
wYO2kQaj,79.58655548095703
wdM9J_5V,77.30828857421875
fg6oGQ9P,66.41439819335938
kK86S2lg,69.26116943359375
RsyhIgvM,64.10297393798828
TZS4v6f5,74.21049499511719
hZQDJyVS,76.26654815673828
qwQ5KDsC,79.66426086425781
Zx9S6KWj,78.2716064453125
XHV8eAlx,71.65843200683594
lYAXdDpk,65.98622131347656
p1Xf18wY,72.31329345703125
3rxUrNl6,71.48176574707031
bQFAELAW,72.64654541015625
aUza6o5b,76.84791564941406
p9CBF1rk,80.80833435058594
iRp5ojHy,59.69386672973633
GQAQZJzR,73.55160522460938
hestrotn,65.32011413574219
TQhhL80N,73.77265167236328
GQOpPVYo,76.86093139648438
eOgYAhR4,75.10713958740234
qRRvAaSw,75.11255645751953
EycoWkFO,70.21743774414062
_5_KfSLH,69.41197204589844
MRqITipC,62.56153869628906
jQHZwvEE,66.2492446899414
oPoXO5z3,74.53785705566406
sMRFpBLO,74.7464828491211
0fLQGUU8,76.90733337402344
91HsI5Os,77.337158203125
mZPhJkgL,62.345985412597656
-mKkUiuW,66.58590698242188
xUMjFy_W,77.88227081298828
5dgxYKbc,73.2730712890625
i5gTjROQ,81.99710845947266
d_xer8qd,65.71525573730469
A9kDLHhV,74.13683319091797
fzz4fAXz,75.2779541015625
cpNS0M5T,67.97926330566406
IMPXgFGi,70.21387481689453
KPu7W9nB,71.04421997070312
2mVTe-4-,73.53395080566406
lOEKmyFM,68.21052551269531
FvO-w0aO,73.21624755859375
r4e06Ak7,60.55033874511719
RWnBMXr0,74.8410873413086
_-sb-BlV,80.74685668945312
9U_e-2Xo,72.58911895751953
XijFssir,71.5815200805664
e-8l6lvV,68.38241577148438
a6Deyh2u,76.28780364990234
sz1nn1Un,71.24151611328125
NPrDBruh,76.9244384765625
mCmRZ6w3,77.55008697509766
O263bdMC,64.80594635009766
nYPFG5xa,76.94599914550781
3aLkMyNm,61.77216720581055
PD5Q_ezq,74.33160400390625
gGxCbXsK,75.99724578857422
DQko2Tsi,77.60653686523438
sv0tDHx1,73.8885498046875
D5ms-pME,75.27083587646484
o99LjmeN,79.5582504272461
22U3WOlh,74.66651153564453
Ji1ogwZg,76.99383544921875
CxQptDL7,73.5577163696289
5rvXN1oN,76.99368286132812
T_RLLu74,73.77000427246094
WnHjhslW,77.99604034423828
bRvkh5FG,76.57079315185547
WtNLoC7d,72.75514221191406
uhV-ZOQM,73.53707122802734
dgaiIZzf,75.32723236083984
SFjlM4SB,68.25898742675781
CPJQZVaI,77.35481262207031
ekZ5pPd2,81.55220794677734
AtncIAYX,73.377197265625
DgCPnKbA,71.28839111328125
EDU9tRdL,74.28995513916016
XemEF63b,74.8851089477539
zhf6Y7W3,75.36193084716797
NO79iz0l,73.4089126586914
yRDz6ZNR,72.88712310791016
Qn0BZopC,75.04537200927734
PQUbNRt9,73.60763549804688
zOC-kVhb,77.51753997802734
4B9qtRD9,73.5469741821289
LmToy2Eq,79.36027526855469
rBNIfxwV,65.60066223144531
0QHADgxW,80.23219299316406
sVqUV__K,75.7353286743164
MSzmeMSQ,78.40391540527344
_AI0hSK6,68.34724426269531
h9AdYw8v,66.14958190917969
pjl9yxqd,76.03658294677734
pHneMnZ6,73.60482025146484
Uz3I2Sms,68.72364807128906
1jQSC0EC,76.63412475585938
48TjAOS0,70.31554412841797
tUByDag_,72.86176300048828
cQnmuMV8,65.4815673828125
4p3841Mx,77.24203491210938
-ixUGa5x,77.32048797607422
iMhcJhR9,67.95924377441406
FR_h4D_T,76.17322540283203
LdsJdNhY,63.91293716430664
CrPWjJbJ,77.11225891113281
b7TnJ4jv,75.74266815185547
32noQUAG,67.52325439453125
_DLxi6Rt,66.49833679199219
b1TT78Ic,69.98760986328125
E8Czr0b3,71.48851013183594
t0pWnGkq,64.71150970458984
pH0j3f2f,74.5896987915039
cEmg3g9G,82.7351303100586
EsOz0s2q,78.56975555419922
H3JfqpTk,72.28262329101562
_LeyM9Hj,62.21415710449219
fj-r95g2,70.36388397216797
V6Jkq8Za,72.44585418701172
aA2CszRu,79.04177856445312
4-ZAizA-,71.22137451171875
hCassewU,72.28992462158203
eQ4FTz6V,74.0460433959961
-R4nY9JT,77.98696899414062
oCRrq9ak,75.43859100341797
irEez06K,66.06380462646484
xPNElJjL,75.99885559082031
PeWdxNCi,67.17798614501953
WqGPghSD,71.75312805175781
RiKwrfLi,64.36183166503906
JHF5JufN,76.01382446289062
xmi7Rjqb,78.03932189941406
iBVJoSTU,76.25579071044922
iv_iqfsl,76.51115417480469
RwFTamt6,79.57832336425781
SzkI3IPY,74.16873168945312
58CVN7NV,73.93217468261719
DHcazZo8,76.3140640258789
U3ukXIsx,79.84369659423828
Ejnajnch,70.76378631591797
vaq19dnq,75.31922912597656
48hgPloH,66.06014251708984
GuwU4L0x,77.36405181884766
MHuwSaxj,72.84677124023438
l8PAAF6D,77.2213134765625
uVYpQxXc,77.1526870727539
Is1Y8pFC,65.18836975097656
HKt4dkiZ,73.91537475585938
EVY9coT0,72.04130554199219
